,CustomerID,LTDValue,PurchaseFrequency,MostRecentPurchase,PurchaseRecencyDays
1651,14591.0,1447.14,4,2011-11-24 13:57:00,14
1652,14592.0,570.46,3,2011-11-04 16:35:00,34
1653,14593.0,617.99,3,2011-11-18 12:48:00,21
1654,14594.0,379.83,2,2011-12-02 13:28:00,6
1655,14595.0,1740.6,6,2011-11-20 12:12:00,19
1656,14597.0,883.15,2,2011-11-28 13:13:00,10
1657,14598.0,221.97,1,2011-10-26 13:19:00,43
1658,14600.0,393.33000000000004,1,2011-02-07 09:48:00,305
1659,14601.0,213.96,1,2011-11-29 09:48:00,10
1660,14603.0,660.0,1,2011-03-10 10:27:00,274
1663,14608.0,1785.15,4,2011-12-05 16:52:00,3
1664,14609.0,601.56,4,2011-09-28 12:54:00,71
1665,14616.0,406.08000000000004,3,2011-04-11 09:54:00,242
1666,14618.0,553.44,3,2011-11-30 13:45:00,8
1667,14619.0,394.44,1,2011-04-08 07:37:00,245
1668,14620.0,412.78000000000003,2,2011-05-18 11:58:00,205
1669,14621.0,1788.3600000000001,5,2011-12-08 16:22:00,0
1670,14622.0,320.58000000000004,1,2011-06-08 12:42:00,184
1671,14623.0,889.25,5,2011-11-07 13:56:00,31
1672,14624.0,225.85,2,2011-10-13 13:44:00,56
1673,14625.0,899.63,2,2011-05-27 15:32:00,195
1674,14626.0,2791.27,4,2011-11-16 10:37:00,23
1675,14628.0,671.96,2,2011-09-09 14:58:00,90
1676,14629.0,959.01,2,2011-12-05 16:55:00,3
1677,14631.0,1006.98,3,2011-10-20 11:17:00,50
1678,14632.0,114.56,1,2011-03-22 08:49:00,262
1679,14633.0,344.90000000000003,1,2011-03-18 17:07:00,265
1680,14636.0,609.85,2,2011-11-03 16:12:00,35
1681,14638.0,443.6,1,2011-10-20 10:10:00,50
1682,14639.0,2984.49,6,2011-10-18 15:06:00,51
1683,14640.0,2125.08,6,2011-11-15 13:07:00,23
1684,14641.0,110.46,1,2011-11-18 10:42:00,21
1685,14642.0,96.12,1,2011-10-12 11:08:00,58
1686,14643.0,693.8100000000001,2,2011-06-22 14:41:00,169
1687,14644.0,830.76,2,2011-10-03 08:30:00,67
1688,14645.0,597.09,2,2011-07-06 09:15:00,156
1690,14647.0,243.22,1,2011-05-22 13:40:00,200
1691,14649.0,1417.29,4,2011-12-05 12:30:00,4
1692,14651.0,654.6,2,2011-10-03 15:52:00,66
1693,14652.0,114.18,1,2011-09-23 14:21:00,76
1694,14653.0,1947.55,7,2011-12-08 13:45:00,0
1695,14655.0,1932.23,4,2011-12-01 16:28:00,7
1696,14656.0,291.05,2,2011-06-23 13:51:00,168
1697,14657.0,848.22,4,2011-11-22 12:47:00,17
1698,14658.0,247.15,2,2011-12-04 15:35:00,4
1699,14659.0,2529.93,9,2011-12-01 12:17:00,8
1700,14660.0,285.74,2,2011-09-14 11:34:00,86
1701,14661.0,107.95,1,2011-11-13 11:51:00,26
1702,14662.0,771.17,4,2011-11-11 12:13:00,28
1703,14664.0,637.89,2,2011-11-20 10:59:00,19
1704,14665.0,1835.7,5,2011-10-10 09:14:00,60
1705,14666.0,195.25,1,2011-11-15 12:57:00,23
1707,14669.0,1269.99,3,2011-04-12 11:43:00,241
1708,14670.0,411.53,2,2011-03-04 14:13:00,279
1709,14672.0,765.55,2,2011-04-19 10:19:00,234
1710,14673.0,1736.4,5,2011-12-06 14:31:00,2
1711,14675.0,604.75,1,2011-11-23 12:58:00,15
1712,14676.0,2548.2400000000002,6,2011-11-08 13:29:00,30
1714,14681.0,498.95,3,2011-09-29 15:52:00,70
1715,14682.0,52.0,2,2011-06-05 12:12:00,187
1716,14684.0,1236.28,5,2011-11-14 11:33:00,25
1717,14687.0,628.38,1,2011-08-25 11:59:00,106
1719,14689.0,112.8,1,2011-05-15 11:22:00,208
1720,14690.0,371.7,2,2011-10-26 15:39:00,43
1721,14691.0,2114.33,5,2011-11-09 12:30:00,30
1722,14692.0,591.55,4,2011-07-25 15:08:00,136
1723,14693.0,172.9,1,2011-03-20 12:50:00,264
1724,14696.0,2078.95,7,2011-12-05 13:43:00,3
1725,14697.0,188.60999999999999,2,2011-05-05 15:39:00,217
1726,14698.0,1250.76,5,2011-12-08 12:26:00,1
1727,14699.0,109.13000000000001,1,2011-05-09 14:54:00,213
1728,14700.0,2235.3,3,2011-11-07 14:40:00,31
1729,14701.0,2549.37,9,2011-11-29 12:38:00,10
1731,14703.0,318.17,1,2011-11-25 09:23:00,14
1732,14704.0,1516.91,7,2011-11-20 12:20:00,19
1733,14705.0,179.0,1,2011-05-25 12:39:00,198
1734,14708.0,1126.37,3,2011-12-07 08:21:00,2
1736,14710.0,606.13,4,2011-11-25 14:53:00,13
1737,14711.0,2868.8,11,2011-11-29 14:58:00,9
1738,14712.0,917.07,3,2011-11-10 12:59:00,28
1739,14713.0,2666.36,11,2011-11-30 16:26:00,8
1740,14714.0,160.19,1,2011-11-15 13:07:00,23
1741,14715.0,867.38,4,2011-11-15 12:10:00,24
1742,14716.0,329.68,2,2011-10-27 17:29:00,42
1743,14719.0,1602.13,5,2011-12-08 12:43:00,1
1744,14720.0,663.81,3,2011-12-04 12:02:00,5
1745,14722.0,187.92000000000002,1,2011-07-15 14:58:00,146
1746,14723.0,1158.3,6,2011-11-29 15:23:00,9
1747,14725.0,718.08,1,2011-11-15 12:42:00,24
1748,14727.0,268.58,1,2011-03-10 14:45:00,273
1749,14729.0,313.49,1,2010-12-01 12:43:00,373
1750,14730.0,2005.06,8,2011-12-08 14:39:00,0
1751,14731.0,380.02,3,2011-10-23 15:54:00,46
1752,14732.0,2702.4900000000002,8,2011-12-01 14:34:00,7
1755,14737.0,1164.55,3,2011-12-06 10:16:00,3
1756,14738.0,1314.45,7,2011-10-28 08:56:00,42
1758,14740.0,1448.21,3,2011-05-26 18:17:00,196
1759,14741.0,1400.34,6,2011-11-28 08:48:00,11
1760,14744.0,1099.98,7,2011-11-23 12:51:00,15
1761,14745.0,1220.26,5,2011-08-19 10:05:00,112
1762,14747.0,328.2,1,2011-04-04 14:09:00,248
1763,14748.0,1415.75,5,2011-11-10 18:33:00,28
1764,14752.0,389.64,1,2011-10-27 11:55:00,43
1765,14753.0,563.15,1,2011-09-13 14:50:00,86
1766,14754.0,638.05,2,2011-10-26 12:01:00,44
1768,14756.0,738.96,1,2011-11-24 18:13:00,14
1769,14757.0,420.5,1,2011-09-25 14:36:00,74
1770,14758.0,1484.06,4,2011-07-18 08:21:00,144
1771,14759.0,1625.97,3,2011-12-05 12:03:00,4
1772,14760.0,89.2,1,2011-02-15 16:27:00,296
1773,14761.0,255.9,2,2011-10-12 12:10:00,58
1774,14762.0,300.52,1,2011-03-21 08:20:00,263
1775,14764.0,278.3,1,2011-10-24 11:54:00,46
1776,14765.0,254.11,3,2011-11-10 19:53:00,28
1777,14766.0,2473.37,6,2011-12-01 16:05:00,7
1778,14768.0,192.60000000000002,2,2011-11-22 12:54:00,16
1780,14770.0,876.42,2,2011-04-21 14:21:00,231
1781,14772.0,139.26,1,2011-08-19 15:04:00,111
1782,14775.0,1011.9,3,2011-10-12 15:27:00,57
1783,14776.0,2538.3,11,2011-10-19 15:34:00,50
1784,14778.0,730.86,2,2011-08-04 15:23:00,126
1785,14779.0,386.15,3,2011-03-04 12:42:00,280
1786,14780.0,447.68,2,2011-10-16 12:46:00,54
1787,14782.0,200.10000000000002,1,2011-01-24 11:12:00,319
1788,14784.0,289.99,2,2011-11-13 13:30:00,25
1789,14785.0,77.4,2,2011-11-29 13:21:00,9
1790,14788.0,679.4399999999999,2,2011-12-02 17:06:00,6
1791,14789.0,197.64,1,2011-11-11 08:59:00,28
1792,14790.0,745.06,4,2011-11-23 09:28:00,16
1793,14792.0,6.2,1,2011-10-07 09:19:00,63
1794,14793.0,228.99,1,2011-11-18 14:50:00,20
1795,14794.0,1319.91,7,2011-12-07 10:11:00,2
1796,14795.0,131.45000000000002,1,2011-06-26 13:04:00,165
1798,14798.0,173.74,3,2011-10-18 10:58:00,52
1799,14799.0,157.7,1,2011-10-19 16:16:00,50
1801,14801.0,193.14,1,2011-10-09 15:24:00,60
1802,14803.0,845.55,3,2011-06-30 13:58:00,161
1803,14804.0,353.27,1,2011-12-01 11:20:00,8
1804,14805.0,554.65,4,2011-11-24 16:20:00,14
1805,14806.0,193.39000000000001,1,2011-09-25 15:32:00,74
1806,14808.0,2741.17,8,2011-10-31 12:21:00,39
1807,14810.0,2087.88,11,2011-10-30 11:19:00,40
1808,14813.0,155.43,2,2010-12-05 11:57:00,369
1809,14815.0,778.5,2,2011-11-03 11:36:00,36
1810,14816.0,271.85,1,2011-05-26 13:16:00,196
1811,14817.0,1010.34,2,2011-05-23 13:35:00,199
1812,14818.0,657.8,3,2011-09-27 11:01:00,73
1813,14819.0,272.07,2,2011-10-06 13:41:00,63
1814,14820.0,507.29,4,2011-11-18 15:41:00,20
1815,14821.0,48.800000000000004,1,2010-12-08 08:43:00,366
1816,14823.0,321.43,3,2011-06-12 13:12:00,179
1817,14824.0,1127.71,4,2011-11-29 14:20:00,9
1819,14828.0,2139.76,3,2011-05-27 10:16:00,196
1820,14829.0,697.55,4,2011-11-10 16:16:00,28
1821,14830.0,197.13,1,2011-10-17 14:29:00,52
1822,14834.0,1720.3,6,2011-11-22 10:30:00,17
1823,14836.0,102.44999999999999,3,2011-11-29 16:45:00,9
1824,14837.0,1649.5,4,2011-09-11 10:58:00,89
1825,14840.0,62.85,1,2011-03-17 12:00:00,267
1826,14841.0,3295.76,6,2011-10-17 15:03:00,52
1827,14842.0,2824.69,4,2011-10-27 12:37:00,43
1828,14844.0,3189.81,4,2011-10-07 10:41:00,63
1829,14847.0,309.4,1,2011-07-14 10:52:00,148
1831,14850.0,325.75,1,2011-02-01 11:21:00,311
1832,14851.0,511.35,2,2011-11-16 14:20:00,22
1833,14852.0,2836.69,6,2011-10-12 13:20:00,57
1834,14853.0,475.8,2,2011-11-15 16:56:00,23
1835,14854.0,2759.83,7,2011-09-22 17:00:00,77
1836,14855.0,645.65,2,2011-08-12 14:02:00,118
1837,14856.0,1311.3799999999999,3,2011-11-03 14:53:00,35
1838,14857.0,1173.12,2,2011-10-11 09:23:00,59
1839,14859.0,1353.74,4,2011-11-27 11:18:00,12
1840,14860.0,170.32,1,2011-11-20 14:17:00,18
1841,14861.0,125.79,1,2011-10-18 12:54:00,51
1842,14862.0,841.1999999999999,2,2011-11-14 10:01:00,25
1843,14863.0,266.76,1,2011-11-10 15:04:00,28
1844,14865.0,52.2,2,2011-12-02 16:25:00,6
1846,14867.0,710.28,3,2011-06-07 11:39:00,185
1847,14868.0,2953.59,8,2011-12-06 14:49:00,2
1848,14869.0,725.7,2,2011-12-01 12:36:00,8
1849,14870.0,327.25,1,2011-03-23 10:51:00,261
1850,14871.0,522.38,4,2011-12-06 13:42:00,2
1851,14873.0,519.68,1,2011-05-13 13:52:00,209
1852,14875.0,1465.3200000000002,2,2011-08-24 12:20:00,107
1853,14878.0,1485.54,9,2011-11-27 11:15:00,12
1854,14880.0,706.19,3,2011-09-23 13:42:00,76
1855,14881.0,255.4,1,2011-11-20 11:06:00,19
1856,14882.0,589.7,2,2011-11-13 12:47:00,26
1857,14883.0,761.59,6,2011-11-21 10:23:00,18
1858,14885.0,765.3199999999999,1,2011-07-31 12:05:00,131
1859,14886.0,364.8,1,2011-04-01 08:56:00,252
1860,14887.0,1862.0,1,2011-09-21 15:32:00,78
1861,14888.0,369.2,1,2011-05-16 14:58:00,206
1862,14889.0,135.9,1,2011-01-07 15:19:00,335
1863,14890.0,125.65,1,2011-03-31 11:57:00,253
1864,14891.0,554.38,2,2011-07-14 18:08:00,147
1865,14893.0,1237.8500000000001,2,2011-11-30 12:31:00,9
1866,14894.0,655.75,1,2011-09-15 13:51:00,84
1868,14896.0,468.77000000000004,2,2011-05-19 10:20:00,204
1869,14897.0,1366.38,4,2011-12-02 10:32:00,7
1870,14898.0,1303.52,6,2011-11-16 14:54:00,22
1871,14901.0,1421.29,9,2011-11-28 17:09:00,10
1872,14902.0,332.66,1,2011-11-14 10:34:00,25
1873,14903.0,2810.63,5,2011-11-18 16:07:00,20
1874,14904.0,1025.44,2,2011-12-07 12:55:00,1
1875,14905.0,616.15,2,2011-07-05 12:41:00,157
1876,14907.0,3501.1,7,2011-12-06 14:14:00,2
1877,14908.0,277.8,1,2011-09-26 12:56:00,73
1878,14910.0,434.35,4,2011-12-07 10:06:00,2
1880,14912.0,867.85,2,2011-11-23 09:20:00,16
1881,14913.0,1227.43,4,2011-11-04 08:29:00,35
1882,14915.0,307.48,2,2011-09-09 13:34:00,90
1883,14916.0,1268.98,4,2011-09-30 09:20:00,70
1884,14918.0,1610.15,2,2011-08-16 11:50:00,115
1885,14920.0,977.77,2,2011-05-11 10:32:00,212
1886,14921.0,1316.07,2,2011-11-09 13:17:00,29
1887,14923.0,749.1,1,2011-10-20 11:51:00,50
1888,14924.0,310.05,1,2011-04-08 09:25:00,245
1889,14929.0,223.88,1,2011-11-07 17:21:00,31
1890,14930.0,2372.86,3,2011-08-23 10:31:00,108
1891,14931.0,1157.68,5,2011-12-05 10:19:00,4
1892,14932.0,313.53,1,2010-12-09 11:48:00,365
1893,14934.0,1890.94,2,2011-09-19 10:10:00,81
1894,14935.0,1784.71,1,2011-02-15 14:44:00,296
1896,14937.0,1621.88,3,2011-10-14 12:29:00,56
1898,14946.0,100.9,1,2011-11-25 13:33:00,13
1899,14947.0,290.82,2,2011-09-28 15:48:00,71
1900,14948.0,1101.97,6,2011-11-16 17:16:00,22
1901,14950.0,371.2,1,2011-11-20 13:48:00,18
1902,14951.0,311.69,1,2011-09-21 15:15:00,78
1904,14953.0,289.82,1,2011-11-14 14:59:00,24
1905,14954.0,336.17,1,2011-11-27 14:30:00,11
1906,14957.0,58.49,1,2011-03-31 17:59:00,252
1907,14958.0,499.68,3,2011-07-15 14:20:00,146
1908,14959.0,695.42,4,2011-10-06 18:23:00,63
1909,14960.0,221.27,2,2011-12-01 12:54:00,7
1911,14962.0,126.7,1,2011-03-14 09:42:00,270
1912,14963.0,1487.8,5,2011-11-30 12:16:00,9
1913,14964.0,206.21,1,2011-04-06 14:13:00,246
1914,14965.0,599.0,2,2011-09-04 13:20:00,95
1915,14966.0,191.32,1,2011-11-25 12:20:00,14
1916,14967.0,463.8,1,2011-10-21 11:06:00,49
1917,14968.0,147.59,1,2011-11-09 13:58:00,29
1918,14970.0,1592.06,4,2011-10-02 13:44:00,67
1919,14971.0,1116.57,3,2011-11-04 17:07:00,34
1920,14972.0,114.77,1,2011-08-03 14:54:00,127
1921,14973.0,1314.45,3,2011-08-24 15:51:00,106
1922,14974.0,114.39,1,2011-11-02 13:01:00,36
1923,14975.0,279.94,1,2011-10-13 14:08:00,56
1924,14976.0,775.86,6,2011-10-13 16:33:00,56
1925,14978.0,1931.42,5,2011-09-28 13:07:00,71
1926,14981.0,102.12,1,2011-04-07 13:45:00,245
1927,14984.0,213.27,2,2011-11-20 14:28:00,18
1928,14985.0,296.75,2,2011-05-25 14:29:00,197
1929,14987.0,326.4,2,2011-11-24 09:59:00,15
1930,14988.0,334.54,1,2011-05-12 12:05:00,211
1931,14995.0,233.23000000000002,2,2011-11-01 11:39:00,38
1932,14997.0,546.1999999999999,3,2011-10-24 13:28:00,45
1933,14998.0,429.87,2,2011-06-22 17:30:00,169
1934,15000.0,490.52,1,2011-10-23 11:42:00,47
1935,15002.0,1641.76,4,2011-08-16 10:44:00,115
1936,15004.0,1246.32,1,2011-07-15 14:05:00,146
1938,15006.0,502.09,1,2011-10-19 15:08:00,50
1939,15007.0,156.91,1,2011-07-03 16:00:00,158
1940,15009.0,1261.78,3,2011-11-27 13:35:00,11
1941,15010.0,308.94,1,2011-11-04 12:42:00,35
1942,15012.0,423.04,2,2011-10-17 12:22:00,53
1943,15014.0,260.17,2,2011-10-27 20:07:00,42
1944,15016.0,170.04,1,2011-06-20 12:06:00,172
1945,15017.0,125.58,1,2011-11-06 10:33:00,33
1946,15018.0,496.21000000000004,3,2011-11-01 12:47:00,38
1947,15019.0,266.0,1,2011-03-18 12:35:00,266
1948,15021.0,1914.82,9,2011-12-01 11:53:00,8
1949,15022.0,905.04,4,2011-11-28 12:35:00,11
1951,15024.0,1661.33,10,2011-11-30 12:06:00,9
1952,15025.0,377.01,1,2011-11-06 15:20:00,32
1953,15026.0,469.0,3,2011-09-20 13:52:00,79
1954,15027.0,1066.1499999999999,4,2011-11-09 10:16:00,30
1955,15028.0,627.13,4,2011-12-01 14:06:00,7
1956,15030.0,518.28,2,2011-09-29 10:50:00,71
1957,15031.0,668.14,4,2011-12-05 14:19:00,3
1959,15033.0,2586.67,10,2011-12-05 12:40:00,4
1961,15035.0,252.73000000000002,1,2011-09-11 11:08:00,89
1962,15036.0,465.55,3,2011-09-28 15:42:00,71
1963,15038.0,705.49,6,2011-10-12 11:33:00,58
1965,15041.0,180.35,1,2011-06-22 16:16:00,169
1966,15042.0,135.93,1,2011-05-24 16:25:00,198
1967,15043.0,537.0,1,2011-11-08 14:26:00,30
1969,15045.0,735.66,2,2011-07-11 11:33:00,151
1971,15047.0,343.62,1,2011-03-15 10:49:00,269
1972,15048.0,384.05,4,2011-10-05 14:55:00,64
1973,15049.0,121.17000000000002,1,2011-03-11 12:13:00,273
1974,15050.0,1782.09,3,2011-11-14 16:17:00,24
1975,15051.0,1391.61,3,2011-11-16 15:38:00,22
1976,15052.0,215.78,1,2011-01-24 15:52:00,318
1977,15053.0,697.79,3,2011-12-05 12:08:00,4
1978,15054.0,302.1,2,2011-11-27 15:02:00,11
1979,15057.0,1489.5,2,2011-03-09 15:17:00,274
1980,15058.0,2124.9900000000002,11,2011-11-14 14:57:00,24
1981,15059.0,1337.72,9,2011-10-30 11:35:00,40
1982,15060.0,303.09,4,2011-12-01 13:47:00,7
1984,15062.0,987.86,4,2011-09-29 16:51:00,70
1985,15063.0,370.79999999999995,1,2011-05-10 13:25:00,212
1986,15065.0,3158.13,4,2011-11-02 09:45:00,37
1987,15066.0,893.59,1,2011-10-17 13:25:00,52
1988,15067.0,1744.76,3,2011-09-22 13:20:00,77
1989,15068.0,553.36,2,2011-10-24 14:47:00,45
1990,15069.0,1109.53,1,2011-06-13 14:16:00,178
1991,15070.0,106.2,1,2010-12-02 11:23:00,372
1992,15071.0,982.07,2,2011-09-07 11:43:00,93
1993,15073.0,1043.41,3,2011-11-30 10:44:00,9
1994,15074.0,748.87,1,2011-08-26 14:45:00,104
1995,15075.0,773.03,1,2011-09-23 12:27:00,77
1996,15076.0,880.85,1,2011-06-20 08:23:00,172
1998,15079.0,895.61,4,2011-05-11 12:45:00,212
1999,15081.0,504.8,5,2011-11-17 17:08:00,21
2000,15083.0,88.2,1,2011-03-28 12:18:00,256
2001,15087.0,306.94,1,2011-03-03 10:34:00,281
2002,15088.0,1160.07,2,2011-11-18 13:14:00,20
2003,15089.0,2420.84,6,2011-11-29 16:31:00,9
2004,15090.0,381.32,1,2011-02-04 14:03:00,307
2005,15091.0,480.71,1,2011-10-03 12:47:00,67
2006,15092.0,457.81,2,2011-05-08 14:10:00,214
2008,15095.0,1370.6,4,2011-08-28 12:01:00,103
2009,15096.0,219.39000000000001,1,2011-10-28 10:27:00,42
2010,15097.0,248.08,1,2011-12-05 14:03:00,3
2012,15099.0,410.48,1,2011-09-16 13:13:00,83
2013,15100.0,876.0,3,2011-01-10 10:35:00,333
2014,15101.0,317.53,2,2011-12-01 10:18:00,8
2015,15103.0,703.36,2,2011-11-08 14:53:00,30
2016,15104.0,1027.44,2,2011-05-27 12:29:00,196
2017,15105.0,2298.93,7,2011-11-21 16:54:00,17
2018,15106.0,1422.52,5,2011-11-22 09:16:00,17
2019,15107.0,319.5,6,2011-02-01 14:46:00,310
2020,15108.0,1159.25,3,2011-07-21 10:24:00,141
2021,15109.0,484.95,1,2011-04-08 09:58:00,245
2022,15110.0,996.1,4,2011-11-16 11:16:00,23
2023,15111.0,1567.48,3,2011-11-10 16:58:00,28
2024,15113.0,3609.33,3,2011-11-30 08:23:00,9
2025,15114.0,2760.56,10,2011-11-09 15:05:00,29
2026,15115.0,340.11,1,2011-11-21 14:59:00,17
2027,15116.0,1352.75,4,2011-11-22 12:25:00,17
2028,15117.0,1551.78,5,2011-11-25 08:12:00,14
2029,15118.0,244.8,1,2011-07-28 14:54:00,133
2030,15119.0,266.4,1,2011-04-08 09:08:00,245
2031,15120.0,358.82,1,2011-07-29 09:48:00,133
2032,15121.0,457.72,2,2011-10-20 14:51:00,49
2033,15122.0,1633.78,3,2011-08-17 16:48:00,113
2034,15123.0,2199.31,2,2011-12-02 13:12:00,6
2035,15124.0,184.19,2,2011-11-17 10:09:00,22
2037,15127.0,406.53,1,2011-10-05 10:30:00,65
2038,15128.0,1471.0,4,2011-10-10 13:54:00,59
2039,15129.0,3447.4,11,2011-10-20 14:40:00,49
2040,15130.0,330.11,1,2011-06-23 10:15:00,169
2041,15132.0,977.9300000000001,5,2011-11-21 17:10:00,17
2042,15133.0,982.42,3,2011-08-04 10:44:00,127
2043,15134.0,1387.99,8,2011-11-25 08:55:00,14
2044,15135.0,139.05,1,2011-04-14 19:16:00,238
2045,15136.0,1286.7,4,2011-12-07 12:26:00,2
2046,15139.0,178.96,2,2011-04-14 11:39:00,239
2047,15140.0,2354.25,7,2011-10-18 14:07:00,51
2048,15142.0,498.74,1,2011-10-24 12:51:00,45
2049,15143.0,259.45,1,2011-04-28 12:03:00,225
2051,15145.0,1194.73,4,2011-12-05 17:21:00,3
2052,15146.0,1327.16,2,2011-06-28 12:09:00,164
2053,15147.0,623.5,1,2011-04-13 15:57:00,239
2054,15148.0,301.29,1,2011-11-29 08:21:00,10
2055,15149.0,520.8000000000001,1,2011-07-29 10:58:00,133
2058,15153.0,329.25,1,2011-11-08 17:09:00,30
2059,15154.0,296.42,1,2011-09-25 16:05:00,74
2060,15156.0,961.49,3,2011-12-08 18:22:00,0
2061,15157.0,1936.07,3,2011-12-06 11:28:00,3
2062,15158.0,401.40000000000003,1,2011-10-25 13:53:00,44
2064,15160.0,158.16,1,2010-12-17 14:15:00,356
2065,15163.0,304.47,2,2011-11-21 13:10:00,17
2066,15164.0,843.05,3,2011-10-02 12:05:00,68
2067,15165.0,487.75,1,2010-12-01 14:03:00,372
2068,15167.0,163.0,1,2011-01-23 12:41:00,320
2069,15168.0,106.56,1,2011-11-14 11:26:00,25
2070,15171.0,1289.5,1,2011-01-12 15:36:00,330
2071,15172.0,1624.05,5,2011-12-01 11:51:00,8
2072,15174.0,135.75,1,2011-01-21 09:06:00,322
2073,15175.0,224.14,1,2011-09-29 11:31:00,71
2074,15178.0,40.5,1,2011-03-24 15:12:00,259
2075,15179.0,2206.95,5,2011-11-21 12:53:00,17
2076,15180.0,87.5,1,2010-12-07 14:57:00,366
2077,15181.0,689.4799999999999,3,2011-10-04 13:58:00,65
2078,15182.0,622.85,2,2011-07-08 13:37:00,153
2079,15184.0,406.76,2,2011-11-10 13:41:00,28
2080,15185.0,310.62,1,2011-09-30 14:06:00,69
2081,15186.0,411.41,2,2011-11-25 14:58:00,13
2084,15192.0,1044.32,3,2011-08-12 11:41:00,119
2085,15193.0,499.32,1,2011-10-10 08:23:00,60
2088,15197.0,1079.6100000000001,3,2011-11-29 10:00:00,10
2089,15198.0,193.64,2,2011-09-08 14:42:00,91
2090,15199.0,1268.7,4,2011-10-11 15:12:00,58
2091,15201.0,1236.54,5,2011-09-13 14:53:00,86
2092,15203.0,1827.8,6,2011-11-14 08:16:00,25
2093,15204.0,316.58,1,2010-12-17 13:49:00,356
2094,15205.0,653.24,2,2011-09-15 19:36:00,84
2095,15206.0,420.29999999999995,4,2011-11-29 13:41:00,9
2096,15208.0,870.12,5,2011-12-08 17:24:00,0
2097,15210.0,331.18,1,2011-04-28 16:11:00,224
2098,15211.0,894.4100000000001,2,2011-10-10 13:31:00,59
2099,15212.0,101.8,1,2011-04-12 13:45:00,240
2100,15213.0,328.35,2,2011-01-25 12:21:00,318
2101,15214.0,1661.44,8,2011-12-08 12:07:00,1
2102,15215.0,734.94,3,2011-10-24 11:41:00,46
2103,15216.0,96.6,1,2011-09-13 11:41:00,87
2105,15219.0,305.75,1,2011-06-16 16:57:00,175
2106,15220.0,1778.96,6,2011-10-19 12:39:00,51
2107,15221.0,403.25,1,2010-12-08 13:08:00,365
2108,15222.0,585.0,1,2011-01-25 08:03:00,318
2109,15223.0,755.75,2,2011-04-28 11:31:00,225
2110,15224.0,322.08,2,2010-12-16 15:02:00,357
2111,15225.0,409.40000000000003,1,2011-04-19 14:51:00,233
2112,15226.0,154.41,1,2011-02-02 11:41:00,310
2113,15227.0,1219.4,5,2011-11-03 11:59:00,36
2114,15228.0,3386.71,4,2011-10-04 13:56:00,65
2115,15230.0,429.6,2,2011-04-14 14:39:00,238
2116,15232.0,612.06,2,2011-08-18 16:27:00,112
2117,15234.0,197.0,1,2011-03-08 08:53:00,276
2119,15236.0,321.05,1,2011-02-14 10:52:00,298
2120,15237.0,1412.32,4,2011-12-08 09:46:00,1
2121,15238.0,1071.99,3,2011-11-10 14:28:00,28
2122,15239.0,780.59,2,2011-11-29 14:14:00,9
2123,15240.0,1706.57,5,2011-10-26 09:50:00,44
2124,15241.0,1756.44,8,2011-10-04 09:05:00,66
2125,15243.0,316.68,1,2011-09-26 14:12:00,73
2126,15244.0,631.57,2,2011-10-05 13:19:00,64
2127,15245.0,2515.84,3,2011-07-28 18:56:00,133
2128,15246.0,514.15,2,2011-04-15 14:45:00,237
2129,15247.0,356.0,1,2011-08-09 12:52:00,121
2132,15252.0,740.78,2,2011-11-03 13:30:00,35
2133,15253.0,918.1999999999999,5,2011-11-23 16:22:00,15
2134,15254.0,300.36,1,2011-08-04 15:04:00,126
2135,15255.0,890.85,1,2011-10-04 12:43:00,66
2136,15256.0,98.45,1,2011-07-14 11:47:00,148
2137,15257.0,317.15,1,2011-03-01 12:58:00,282
2138,15258.0,623.16,2,2011-06-24 12:30:00,168
2139,15260.0,1810.77,7,2011-08-31 13:55:00,99
2140,15261.0,254.82,1,2011-07-27 15:20:00,134
2141,15262.0,178.95000000000002,1,2011-01-20 12:16:00,323
2142,15263.0,156.51,1,2011-08-25 10:26:00,106
2143,15264.0,393.74,1,2011-10-06 13:49:00,63
2144,15265.0,1506.1200000000001,2,2011-07-11 14:46:00,150
2145,15266.0,119.3,1,2011-01-05 13:40:00,337
2146,15267.0,1717.36,5,2011-11-17 15:59:00,21
2147,15269.0,408.8,1,2011-11-16 09:32:00,23
2148,15270.0,2379.49,7,2011-11-24 09:24:00,15
2150,15272.0,721.94,2,2011-10-13 12:59:00,56
2151,15274.0,716.57,2,2011-12-05 16:57:00,3
2152,15275.0,615.14,1,2011-11-02 11:20:00,37
2153,15276.0,135.31,1,2011-10-04 16:39:00,65
2154,15277.0,255.89999999999998,1,2011-10-24 10:08:00,46
2155,15279.0,290.51,1,2010-12-20 10:48:00,354
2156,15280.0,113.12,1,2011-06-20 17:14:00,171
2157,15281.0,2332.15,9,2011-10-12 09:10:00,58
2158,15286.0,240.55,1,2011-10-21 11:08:00,49
2159,15287.0,486.69,2,2011-11-17 15:34:00,21
2160,15288.0,2306.52,5,2011-10-27 16:58:00,42
2161,15289.0,939.78,3,2011-11-10 13:49:00,28
2164,15292.0,180.94,1,2011-05-22 15:00:00,200
2166,15297.0,641.94,3,2011-11-29 16:32:00,9
2169,15300.0,496.44,1,2011-10-06 17:08:00,63
2171,15303.0,574.02,1,2011-02-22 13:59:00,289
2172,15304.0,694.4000000000001,8,2011-10-10 10:23:00,60
2173,15306.0,1174.35,3,2011-10-06 12:56:00,63
2174,15307.0,205.3,1,2011-09-05 11:38:00,95
